IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
185.244.106.84,4,4,0.00,60.39,0.00
146.19.22.97,4,4,0.00,60.52,0.00
136.244.103.85,4,4,0.00,84.74,0.00
140.238.170.247,4,4,0.00,100.01,0.00
154.84.24.43,4,4,0.00,169.55,0.00
141.11.194.29,4,4,0.00,188.28,0.00
185.173.35.129,4,4,0.00,197.50,0.00
147.78.121.242,4,4,0.00,243.31,0.00
